epochs,train_loss,val_loss,train_accuracy,val_accuracy
68,0.41251879930496216,0.28502196073532104,0.8076466397530278,0.8532763532763533
69,0.43486401438713074,0.2810809910297394,0.8119211588696271,0.8568376068376068
70,0.39833059906959534,0.2768150568008423,0.8131085252909048,0.8625356125356125
71,0.40667933225631714,0.2723466157913208,0.8121586321538827,0.8668091168091168
72,0.4283404052257538,0.2679646611213684,0.8173830444075042,0.8689458689458689
73,0.4301954507827759,0.2639756500720978,0.8142958917121824,0.8703703703703703
74,0.408660352230072,0.25988417863845825,0.8256946093564475,0.8710826210826211
75,0.43813538551330566,0.2560833990573883,0.8211826169555925,0.8739316239316239
76,0.4226298928260803,0.2525486350059509,0.8297316551887912,0.8774928774928775
77,0.49997663497924805,0.24979905784130096,0.8275943956304915,0.8789173789173789
78,0.41366663575172424,0.2475995570421219,0.8361434338636904,0.8789173789173789
79,0.4093213379383087,0.24526308476924896,0.8392305865590121,0.8796296296296297
80,0.37411123514175415,0.24173665046691895,0.8354310140109238,0.8810541310541311
81,0.37578120827674866,0.23780272901058197,0.8394680598432677,0.8839031339031339
82,0.35959577560424805,0.2343377321958542,0.8408928995488008,0.8846153846153846
83,0.4459463953971863,0.2325027734041214,0.8449299453811446,0.8839031339031339
84,0.3981003165245056,0.2308538854122162,0.8499168843505106,0.8853276353276354
85,0.38843828439712524,0.22957578301429749,0.8468297316551888,0.8846153846153846
86,0.41918179392814636,0.22859224677085876,0.8475421515079553,0.8839031339031339
87,0.3831368386745453,0.2281670719385147,0.8549038233198765,0.8831908831908832
88,0.3773975372314453,0.22710846364498138,0.8506293042032771,0.8824786324786325
89,0.3293497562408447,0.22530518472194672,0.85419140346711,0.8846153846153846
90,0.3629666268825531,0.22302834689617157,0.8563286630254097,0.8867521367521367
91,0.37441569566726685,0.22066928446292877,0.8582284492994539,0.8881766381766382
92,0.3534545600414276,0.2176663875579834,0.8525290904773213,0.8910256410256411
93,0.37880849838256836,0.21512117981910706,0.8568036095939207,0.8938746438746439
94,0.39655768871307373,0.21331913769245148,0.8608406554262645,0.8938746438746439
95,0.34455445408821106,0.21067334711551666,0.8584659225837094,0.8945868945868946
96,0.36701950430870056,0.20742616057395935,0.860603182142009,0.8967236467236467
97,0.3208135664463043,0.20412816107273102,0.8698646402279744,0.8981481481481481
98,0.3400031626224518,0.20132163166999817,0.8670149608169081,0.9002849002849003
99,0.3387821912765503,0.19893403351306915,0.8708145333649965,0.9017094017094017
100,0.3465559184551239,0.19669808447360992,0.8712894799335075,0.9038461538461539
101,0.38272032141685486,0.1938614547252655,0.8698646402279744,0.9045584045584045
102,0.3558778166770935,0.19149908423423767,0.87698883875564,0.9031339031339032
103,0.3203546702861786,0.19011658430099487,0.8772263120398955,0.9045584045584045
104,0.33429038524627686,0.18892373144626617,0.877938731892662,0.9052706552706553
105,0.31036490201950073,0.1863151490688324,0.8807884113037283,0.905982905982906
106,0.3659738302230835,0.18332426249980927,0.8722393730705296,0.9066951566951567
107,0.3288816511631012,0.18040898442268372,0.8765138921871289,0.9081196581196581
108,0.3142526149749756,0.17850683629512787,0.8805509380194728,0.9102564102564102
109,0.3125731945037842,0.1774328202009201,0.8819757777250059,0.9123931623931624
110,0.3445224165916443,0.17643511295318604,0.8881500831156495,0.915954415954416
111,0.3910023272037506,0.17430941760540009,0.8893374495369271,0.915954415954416
112,0.29987213015556335,0.17336085438728333,0.8841130372833056,0.9173789173789174
113,0.33789685368537903,0.17403925955295563,0.8881500831156495,0.9188034188034188
114,0.3407699763774872,0.17578375339508057,0.887912609831394,0.9173789173789174
115,0.3262309432029724,0.17677365243434906,0.887912609831394,0.9166666666666666
116,0.3223957121372223,0.17600637674331665,0.8860128235573498,0.9173789173789174
117,0.3371523320674896,0.17279046773910522,0.8893374495369271,0.9195156695156695
118,0.2964318096637726,0.1702992171049118,0.8912372358109713,0.9216524216524217
119,0.3004051446914673,0.16810227930545807,0.8936119686535264,0.9237891737891738
120,0.2872447967529297,0.16657915711402893,0.8971740679173593,0.9245014245014245
121,0.31422942876815796,0.16520141065120697,0.8974115412016148,0.9266381766381766
122,0.3010517954826355,0.16309094429016113,0.8985989076228924,0.9280626780626781
123,0.33601871132850647,0.1611933559179306,0.9019235336024697,0.9294871794871795
124,0.29732757806777954,0.15969184041023254,0.9019235336024697,0.9294871794871795
125,0.27075695991516113,0.1573559045791626,0.9021610068867253,0.9309116809116809
126,0.30313578248023987,0.15503540635108948,0.9023984801709808,0.9316239316239316
127,0.2778613269329071,0.1524442583322525,0.9031109000237473,0.9337606837606838
128,0.27467307448387146,0.15009741485118866,0.9002612206126811,0.9330484330484331
129,0.26348820328712463,0.1486537903547287,0.9071479458560912,0.9344729344729344
130,0.321926087141037,0.14929936826229095,0.8990738541914035,0.9344729344729344
131,0.3060899078845978,0.15032583475112915,0.904773213013536,0.9337606837606838
132,0.2542904317378998,0.15111088752746582,0.9083353122773687,0.9337606837606838
133,0.2529864013195038,0.15147101879119873,0.9076228924246023,0.9337606837606838
134,0.2449437528848648,0.1518828123807907,0.9085727855616244,0.9323361823361823
135,0.2606726288795471,0.15222589671611786,0.9069104725718357,0.9316239316239316
136,0.3072676956653595,0.15127146244049072,0.9033483733080029,0.9323361823361823
137,0.26580289006233215,0.15011467039585114,0.9128473046782237,0.9323361823361823
138,0.2826991081237793,0.1490977704524994,0.9083353122773687,0.9323361823361823
139,0.24459977447986603,0.14807263016700745,0.9123723581097126,0.9323361823361823
140,0.2492971122264862,0.14650027453899384,0.9095226786986464,0.9344729344729344
141,0.23869594931602478,0.14413008093833923,0.9171218237948231,0.9344729344729344
142,0.28287580609321594,0.14212507009506226,0.9123723581097126,0.938034188034188
143,0.25343790650367737,0.14070633053779602,0.9121348848254571,0.9423076923076923
144,0.2553498148918152,0.13964729011058807,0.9126098313939682,0.9451566951566952
145,0.2285667210817337,0.13910062611103058,0.9156969840892899,0.9444444444444444
146,0.28167617321014404,0.1382385939359665,0.9147470909522679,0.9451566951566952
147,0.23792028427124023,0.13713127374649048,0.9180717169318452,0.9437321937321937
148,0.2682100534439087,0.13577310740947723,0.9140346710995013,0.9437321937321937
149,0.2604406476020813,0.13489635288715363,0.9225837093327001,0.9430199430199431
150,0.2670005261898041,0.1344320923089981,0.921633816195678,0.9437321937321937
